Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1736448655,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448656,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448657,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448658,1000,,Aggregated,222.400000,222.400000,2,3,81,1600,8300,11000,13000,16000,26000,26000,26000,12362,12078,2,1780.3541525815438,0.6851289999758592,26289.727180999987,219.02362077333765
1736448659,1000,,Aggregated,1.800000,1.800000,2,3,1100,3800,8300,11000,13000,15000,26000,26000,26000,12714,12430,2,1905.2851302732458,0.6851289999758592,26289.727180999987,215.58990089664937
1736448660,1000,,Aggregated,0.000000,0.000000,2,4,1700,5300,9700,12000,13000,15000,26000,26000,26000,13502,13218,2,2308.7778379033493,0.6851289999758592,26289.727180999987,208.56613834987408
1736448661,1000,,Aggregated,5.400000,5.400000,2,4,1600,5100,9700,12000,13000,15000,26000,26000,26000,13679,13395,2,2283.252452327511,0.6851289999758592,26289.727180999987,206.9257986694934
1736448662,1000,,Aggregated,87.900000,87.900000,2,4,1600,5000,9600,12000,13000,14000,26000,26000,26000,13825,13541,2,2259.1577562977955,0.6851289999758592,26289.727180999987,204.94119349005425
1736448663,1000,,Aggregated,127.900000,127.900000,2,3,1600,5000,9600,12000,13000,14000,26000,26000,26000,13962,13678,2,2237.006931834983,0.6851289999758592,26289.727180999987,203.11667382896434
1736448664,1000,,Aggregated,140.900000,140.900000,2,3,1500,5000,9600,12000,13000,14000,26000,26000,26000,14122,13838,2,2211.681141572087,0.6851289999758592,26289.727180999987,201.030661379408
1736448665,1000,,Aggregated,155.400000,155.400000,2,3,1500,4900,9600,11000,13000,14000,26000,26000,26000,14324,14040,2,2180.5149891291544,0.6851289999758592,26289.727180999987,198.463627478358
1736448666,1000,,Aggregated,170.100000,170.100000,2,3,1500,4600,9600,11000,13000,14000,26000,26000,26000,14539,14255,2,2148.295779265012,0.6851289999758592,26289.727180999987,195.80975307792832
1736448667,1000,,Aggregated,187.300000,187.300000,2,3,1500,4200,9500,11000,13000,14000,26000,26000,26000,14776,14492,2,2113.865943992826,0.6851289999758592,26289.727180999987,192.97380887926366
1736448668,1000,,Aggregated,209.500000,209.500000,2,3,1400,3900,9400,11000,13000,14000,26000,26000,26000,15045,14761,2,2076.104411901961,0.6851289999758592,26289.727180999987,189.86321036889333
1736448669,1000,,Aggregated,231.900000,231.900000,2,3,1100,3800,9400,11000,13000,14000,26000,26000,26000,15337,15053,2,2036.6138192471142,0.6851289999758592,26289.727180999987,186.61015844037294
1736448670,1000,,Aggregated,256.100000,256.100000,2,3,1100,3800,9400,11000,13000,14000,26000,26000,26000,15573,15289,2,2005.7799420726235,0.6851289999758592,26289.727180999987,184.07012136389906
1736448671,1000,,Aggregated,280.100000,280.100000,2,3,990,3800,9300,11000,13000,13000,26000,26000,26000,15754,15470,2,1982.7557140062818,0.6851289999758592,26289.727180999987,182.17360670305953
1736448672,1000,,Aggregated,223.400000,223.400000,2,3,970,3800,9200,11000,13000,13000,26000,26000,26000,15988,15704,2,1953.7634327496219,0.6851289999758592,26289.727180999987,179.78540155116337
1736448673,1000,,Aggregated,204.700000,204.700000,2,3,820,3400,9100,11000,13000,13000,26000,26000,26000,16177,15893,2,1930.9584290912385,0.6851289999758592,26289.727180999987,177.9069048649317
1736448674,1000,,Aggregated,211.500000,211.500000,2,3,730,3000,9100,11000,13000,13000,26000,26000,26000,16399,16115,2,1904.842481855843,0.6851289999758592,26289.727180999987,175.75571681200074
1736448675,1000,,Aggregated,221.000000,221.000000,2,3,410,2400,9000,11000,13000,13000,26000,26000,26000,16616,16332,2,1879.987978617717,0.6851289999758592,26289.727180999987,173.7085339431873
1736448676,1000,,Aggregated,223.600000,223.600000,2,3,110,1700,8900,11000,13000,13000,26000,26000,26000,16826,16542,2,1856.5466554930463,0.6851289999758592,26289.727180999987,171.77766551765126
1736448677,1000,,Aggregated,229.300000,229.300000,2,3,65,1600,8900,11000,13000,13000,26000,26000,26000,17075,16791,2,1829.500197963046,0.6851289999758592,26289.727180999987,169.54975109809664
1736448678,1000,,Aggregated,228.800000,228.800000,2,3,40,1600,8800,11000,13000,13000,26000,26000,26000,17299,17015,2,1805.833906713858,0.6851289999758592,26289.727180999987,167.600323718134
1736448679,1000,,Aggregated,227.500000,227.500000,2,3,16,1600,8700,11000,13000,13000,26000,26000,26000,17500,17216,2,1785.1155993898856,0.6851289999758592,26289.727180999987,165.89354285714285
1736448680,1000,,Aggregated,227.200000,227.200000,2,3,8,1500,8600,11000,13000,13000,26000,26000,26000,17707,17423,2,1764.2679691485844,0.6851289999758592,26289.727180999987,164.17631445191168
1736448681,1000,,Aggregated,220.500000,220.500000,2,3,6,1500,8500,11000,13000,13000,26000,26000,26000,17925,17641,2,1742.832661184937,0.6851289999758592,26289.727180999987,162.41071129707112
1736448682,1000,,Aggregated,215.800000,215.800000,2,3,5,1500,8400,11000,13000,13000,26000,26000,26000,18162,17878,2,1720.1139450956946,0.6851289999758592,26289.727180999987,160.5393128510076
1736448683,1000,,Aggregated,213.700000,213.700000,2,3,4,1500,8400,11000,13000,13000,26000,26000,26000,18388,18104,2,1698.9941920205029,0.6851289999758592,26289.727180999987,158.79970633021537
1736448684,1000,,Aggregated,216.200000,216.200000,2,3,4,1400,8400,11000,13000,13000,26000,26000,26000,18592,18308,2,1680.3713042783454,0.6851289999758592,26289.727180999987,157.26575946643717
1736448685,1000,,Aggregated,216.400000,216.400000,2,3,4,1400,8400,11000,12000,13000,26000,26000,26000,18815,18531,2,1660.4764271175127,0.6851289999758592,26289.727180999987,155.62699973425458
1736448686,1000,,Aggregated,219.900000,219.900000,2,3,4,1200,8300,11000,12000,13000,26000,26000,26000,19051,18767,2,1639.929026982624,0.6851289999758592,26289.727180999987,153.93449162773607
1736448687,1000,,Aggregated,218.200000,218.200000,2,3,4,1100,8200,11000,12000,13000,26000,26000,26000,19277,18993,2,1620.724082438035,0.6851289999758592,26289.727180999987,152.35254448306273
1736448688,1000,,Aggregated,219.700000,219.700000,2,3,3,1100,8200,11000,12000,13000,26000,26000,26000,19487,19203,2,1603.278400463541,0.6851289999758592,26289.727180999987,150.91548211628265
1736448689,1000,,Aggregated,220.700000,220.700000,2,3,3,990,8000,11000,12000,13000,26000,26000,26000,19722,19438,2,1584.1960198470247,0.6851289999758592,26289.727180999987,149.3436264070581
1736448690,1000,,Aggregated,219.600000,219.600000,2,3,3,980,7900,11000,12000,13000,26000,26000,26000,19954,19670,2,1565.799390402477,0.6851289999758592,26289.727180999987,147.82815475593867
1736448691,1000,,Aggregated,218.900000,218.900000,2,3,3,860,7800,11000,12000,13000,26000,26000,26000,20173,19889,2,1548.8204633259309,0.6851289999758592,26289.727180999987,146.42958409755613
1736448692,1000,,Aggregated,220.100000,220.100000,2,3,3,760,7700,11000,12000,13000,26000,26000,26000,20382,20098,2,1532.9571401187804,0.6851289999758592,26289.727180999987,145.12290256108332
1736448693,1000,,Aggregated,223.300000,223.300000,2,3,3,450,7600,11000,12000,13000,26000,26000,26000,20621,20337,2,1515.2111790082924,0.6851289999758592,26289.727180999987,143.66112215702438
1736448694,1000,,Aggregated,222.600000,222.600000,2,2,3,170,7500,11000,12000,13000,26000,26000,26000,20842,20558,2,1499.1633011178874,0.6851289999758592,26289.727180999987,142.33926686498415
1736448695,1000,,Aggregated,220.000000,220.000000,2,2,3,100,7400,11000,12000,13000,26000,26000,26000,21059,20775,2,1483.7339091225135,0.6851289999758592,26289.727180999987,141.06833182962154
1736448696,1000,,Aggregated,222.700000,222.700000,2,2,3,71,7400,11000,12000,13000,26000,26000,26000,21277,20993,2,1468.550515424497,0.6851289999758592,26289.727180999987,139.81764346477416
1736448697,1000,,Aggregated,223.400000,223.400000,2,2,3,62,7400,11000,12000,13000,26000,26000,26000,21377,21093,2,1461.6896637825712,0.6851289999758592,26289.727180999987,139.25246760537027
1736448698,1000,,Aggregated,223.400000,223.400000,2,2,3,62,7400,11000,12000,13000,26000,26000,26000,21377,21093,2,1461.6896637825712,0.6851289999758592,26289.727180999987,139.25246760537027
1736448699,1000,,Aggregated,223.400000,223.400000,2,2,3,62,7400,11000,12000,13000,26000,26000,26000,21377,21093,2,1461.6896637825712,0.6851289999758592,26289.727180999987,139.25246760537027
1736448700,1000,,Aggregated,223.400000,223.400000,2,2,3,62,7400,11000,12000,13000,26000,26000,26000,21377,21093,2,1461.6896637825712,0.6851289999758592,26289.727180999987,139.25246760537027
1736448701,1000,,Aggregated,223.400000,223.400000,2,2,3,62,7400,11000,12000,13000,26000,26000,26000,21377,21093,2,1461.6896637825712,0.6851289999758592,26289.727180999987,139.25246760537027
1736448702,1000,,Aggregated,223.400000,223.400000,2,2,3,62,7400,11000,12000,13000,26000,26000,26000,21377,21093,2,1461.6896637825712,0.6851289999758592,26289.727180999987,139.25246760537027
1736448703,1000,,Aggregated,223.400000,223.400000,2,2,3,62,7400,11000,12000,13000,26000,26000,26000,21377,21093,2,1461.6896637825712,0.6851289999758592,26289.727180999987,139.25246760537027
1736448704,1000,,Aggregated,223.400000,223.400000,2,2,3,62,7400,11000,12000,13000,26000,26000,26000,21377,21093,2,1461.6896637825712,0.6851289999758592,26289.727180999987,139.25246760537027
1736448705,1000,,Aggregated,223.400000,223.400000,2,2,3,62,7400,11000,12000,13000,26000,26000,26000,21377,21093,2,1461.6896637825712,0.6851289999758592,26289.727180999987,139.25246760537027
1736448706,1000,,Aggregated,223.400000,223.400000,2,2,3,62,7400,11000,12000,13000,26000,26000,26000,21377,21093,2,1461.6896637825712,0.6851289999758592,26289.727180999987,139.25246760537027
1736448707,1000,,Aggregated,65.200000,65.200000,2,2,3,63,7400,11000,12000,13000,26000,26000,26000,21379,21093,2,1462.449055340803,0.6851289999758592,26289.727180999987,139.97432059497638
1736448708,1000,,Aggregated,65.200000,65.200000,2,2,3,63,7400,11000,12000,13000,26000,26000,26000,21379,21093,2,1462.449055340803,0.6851289999758592,26289.727180999987,139.97432059497638
